'Time', 'Force [N]', 'Stress [MPa]'
00:00:00.0137775, 0.37021083949519270658238156, 0.37021083949519270658238156
00:00:05.0181061, 0.36407296344771567565860028, 0.36407296344771567565860028
00:00:10.0253919, 0.36536514787876335458416171, 0.36536514787876335458416171
00:00:15.0266395, 0.36611892213020816757382457, 0.36611892213020816757382457
00:00:20.0361409, 0.3698877933874308980564641, 0.3698877933874308980564641
00:00:25.0411100, 0.36870329099230352542494743, 0.36870329099230352542494743
